examine,id,members,lowalch,limit,value,highalch,icon,name,price,last,volume
The coat of a trailblazer relic hunter.,25004,True,60000,5,150000,90000,Trailblazer top (t3).png,Trailblazer top (t3),1424489,1424489,7
The trousers of a trailblazer relic hunter.,25007,True,60000,5,150000,90000,Trailblazer trousers (t3).png,Trailblazer trousers (t3),697792,697792,5
The boots of a trailblazer relic hunter.,25010,True,60000,5,150000,90000,Trailblazer boots (t3).png,Trailblazer boots (t3),763766,763766,6
A cane of the trailblazer relic hunter.,25013,True,60000,5,150000,90000,Trailblazer cane.png,Trailblazer cane,751071,751071,6
The headgear of a trailblazer relic hunter.,25016,True,6000,5,15000,9000,Trailblazer hood (t2).png,Trailblazer hood (t2),148240,148240,0
The coat of a trailblazer relic hunter.,25019,True,6000,5,15000,9000,Trailblazer top (t2).png,Trailblazer top (t2),163983,163983,0
The trousers of a trailblazer relic hunter.,25022,True,6000,5,15000,9000,Trailblazer trousers (t2).png,Trailblazer trousers (t2),131177,131177,0
The boots of a trailblazer relic hunter.,25025,True,6000,5,15000,9000,Trailblazer boots (t2).png,Trailblazer boots (t2),163663,163663,3
The headgear of a trailblazer relic hunter.,25028,True,6000,5,15000,9000,Trailblazer hood (t1).png,Trailblazer hood (t1),24648,24648,3
The coat of a trailblazer relic hunter.,25031,True,6000,5,15000,9000,Trailblazer top (t1).png,Trailblazer top (t1),23692,23692,1
The trousers of a trailblazer relic hunter.,25034,True,6000,5,15000,9000,Trailblazer trousers (t1).png,Trailblazer trousers (t1),16562,16562,3
The boots of a trailblazer relic hunter.,25037,True,6000,5,15000,9000,Trailblazer boots (t1).png,Trailblazer boots (t1),20457,20457,2
A banner showcasing the colours of Leagues II - Trailblazer.,25056,True,400,5,1000,600,Trailblazer banner.png,Trailblazer banner,138187,138187,2
A scroll which unlocks the Leagues II - Trailblazer home teleport animation.,25087,True,10000,5,25000,15000,Trailblazer teleport scroll.png,Trailblazer teleport scroll,874803,897082,13
"A kit which can be attached to any Dragon or Infernal axe, pickaxe or harpoon to recolour it.",25090,True,10000,5,25000,15000,Trailblazer tool ornament kit.png,Trailblazer tool ornament kit,769474,769474,69
A globe which can be built into a statue in a PoH hotspot in your League Trophy Room.,25093,True,16000,5,40000,24000,Trailblazer globe.png,Trailblazer globe,2190194,2190194,1
A rug which can be built into a rug hotspot in your PoH League Trophy Room.,25096,True,20000,5,50000,30000,Trailblazer rug.png,Trailblazer rug,3054436,3054436,3
A dye which can be used to recolour a piece of graceful clothing.,25099,True,10000,6,25000,15000,Trailblazer graceful ornament kit.png,Trailblazer graceful ornament kit,583487,583487,170
Ground down bone fragments.,25139,False,1,100,1,1,Bone fragments 5.png,Bone fragments,777,777,5440
"A set containing Trailblazer boots (t1), Trailblazer trousers (t1), Trailblazer top (t1) and Trailblazer hood (t1).",25380,True,20000,,50000,30000,Trailblazer relic hunter (t1) armour set.png,Trailblazer relic hunter (t1) armour set,673812,673812,1
"A set containing Trailblazer boots (t2), Trailblazer trousers (t2), Trailblazer top (t2) and Trailblazer hood (t2).",25383,True,20000,,50000,30000,Trailblazer relic hunter (t2) armour set.png,Trailblazer relic hunter (t2) armour set,1763246,1763246,1
"A set containing Trailblazer boots (t3), Trailblazer trousers (t3), Trailblazer top (t3) and Trailblazer hood (t3).",25386,True,20000,,50000,30000,Trailblazer relic hunter (t3) armour set.png,Trailblazer relic hunter (t3) armour set,8387746,8387746,7
Keeps my chest protected.,25389,True,1,,1,1,Swampbark body.png,Swampbark body,89041,90545,362
These should protect my hands.,25392,True,4000,,10000,6000,Swampbark gauntlets.png,Swampbark gauntlets,16095,16095,61
Great foot protection.,25395,True,1,,1,1,Swampbark boots.png,Swampbark boots,23321,23321,276
A rather interesting smelling helmet.,25398,True,1,,1,1,Swampbark helm.png,Swampbark helm,36493,36493,240
Strong leg protection.,25401,True,1,,1,1,Swampbark legs.png,Swampbark legs,85673,85705,421
Keeps my chest protected.,25404,True,1,70,1,1,Bloodbark body.png,Bloodbark body,193966,191617,3112
These should protect my hands.,25407,True,1,,1,1,Bloodbark gauntlets.png,Bloodbark gauntlets,41165,40631,427
Great foot protection.,25410,True,1,,1,1,Bloodbark boots.png,Bloodbark boots,46727,47505,1617
A rather interesting smelling helmet.,25413,True,1,,1,1,Bloodbark helm.png,Bloodbark helm,98313,97762,1069
Strong leg protection.,25416,True,1,70,1,1,Bloodbark legs.png,Bloodbark legs,191597,192641,3099
The remains of a deadly shade.,25419,True,1,7500,1,1,Urium remains.png,Urium remains,6585,6585,124391
Perhaps someone can do something with this.,25442,True,320,8,800,480,Bronze locks.png,Bronze locks,918,918,18
Perhaps someone can do something with this.,25445,True,640,8,1600,960,Steel locks.png,Steel locks,1308,1308,17
Perhaps someone can do something with this.,25448,True,1280,8,3200,1920,Black locks.png,Black locks,1624,1650,17
Perhaps someone can do something with this.,25451,True,7680,8,19200,11520,Silver locks.png,Silver locks,10881,10881,55
Perhaps someone can do something with this.,25454,True,12800,8,32000,19200,Gold locks.png,Gold locks,18416,18077,300
"A rough scroll with faint writing, on a deep green parchment.",25478,True,160,50,400,240,Runescroll of swampbark.png,Runescroll of swampbark,2615,2687,155
"A rough scroll with faint writing, on a malevolent dark red parchment.",25481,True,240,50,600,360,Runescroll of bloodbark.png,Runescroll of bloodbark,3811,3811,153
How does someone jar this?,25521,True,1,4,1,1,Jar of spirits.png,Jar of spirits,111311,111311,10
Don't breath in.,25524,True,1,4,1,1,Jar of smoke.png,Jar of smoke,71158,71158,43
An ancient tome containing the secrets of water magic.,25576,True,7800,,19500,11700,Tome of water (empty).png,Tome of water (empty),557269,537006,410
"It feels clammy, like second-hand toilet paper.",25578,True,68,11000,170,102,Soaked page.png,Soaked page,2768,2726,113459
A heap of ashes.,25766,False,1,,1,1,Fiendish ashes.png,Fiendish ashes,135,140,4065
A heap of ashes.,25769,False,1,3000,1,1,Vile ashes.png,Vile ashes,350,342,353660
A heap of ashes.,25772,True,1,,1,1,Malicious ashes.png,Malicious ashes,1158,1156,127517
A heap of ashes.,25775,True,1,7500,1,1,Abyssal ashes.png,Abyssal ashes,2291,2279,82137
A heap of ashes.,25778,True,1,7500,1,1,Infernal ashes.png,Infernal ashes,4626,4630,82754
A viscous bright-green ale. Smells like a herpetarium.,25826,True,8,,20,12,Lizardkicker.png,Lizardkicker,152,152,4
I need to cook this first.,25833,False,1,,1,1,Raw boar meat.png,Raw boar meat,438,438,7
A deadly throwing dart with an amethyst tip.,25849,True,160,11000,400,240,Amethyst dart.png,Amethyst dart,218,217,11525178
A deadly poisoned dart with an amethyst tip.,25851,True,160,11000,400,240,Amethyst dart(p).png,Amethyst dart(p),577,577,3140
A deadly-looking dart tip made of amethyst - needs feathers for flight.,25853,True,80,11000,200,120,Amethyst dart tip.png,Amethyst dart tip,433,430,7272738
A deadly poisoned dart with an amethyst tip.,25855,True,160,11000,400,240,Amethyst dart(p+).png,Amethyst dart(p+),711,711,229
A deadly poisoned dart with an amethyst tip.,25857,True,160,11000,400,240,Amethyst dart(p++).png,Amethyst dart(p++),1468,1468,15771
A seed to be sung into the most powerful crystal weaponry.,25859,True,200000,70,500000,300000,Enhanced crystal weapon seed.png,Enhanced crystal weapon seed,152225495,154758938,118
A magical elven bow.,25862,True,2000000,,5000000,3000000,Bow of faerdhinen (inactive).png,Bow of faerdhinen (inactive),145600734,147395830,430
A heavy ring that glimmers with a strange power.,25975,True,1,8,1,1,Lightbearer.png,Lightbearer,1783181,1804559,3103
A ward once used by Elidinis herself.,25985,True,1,,1,1,Elidinis' ward.png,Elidinis' ward,4357764,4283989,1428
A power enhancing sigil not yet attuned to you.,25991,True,1,10,0,1,Sigil of resilience.png,Sigil of resilience,50000,50000,0
A power enhancing sigil not yet attuned to you.,25994,True,1,10,0,1,Sigil of consistency.png,Sigil of consistency,50000,50000,0
A power enhancing sigil not yet attuned to you.,25997,True,1,10,0,1,Sigil of the formidable fighter.png,Sigil of the formidable fighter,50000,50000,0
A power enhancing sigil not yet attuned to you.,26000,True,1,10,0,1,Sigil of the rigorous ranger.png,Sigil of the rigorous ranger,50000,50000,0
A power enhancing sigil not yet attuned to you.,26003,True,1,10,0,1,Sigil of the meticulous mage.png,Sigil of the meticulous mage,50000,50000,0
A power enhancing sigil not yet attuned to you.,26006,True,1,10,0,1,Sigil of fortification.png,Sigil of fortification,50000,50000,0
A power enhancing sigil not yet attuned to you.,26009,True,1,10,0,1,Sigil of barrows.png,Sigil of barrows,50000,50000,0
A power enhancing sigil not yet attuned to you.,26012,True,1,10,0,1,Sigil of deft strikes.png,Sigil of deft strikes,50000,50000,0
A power enhancing sigil not yet attuned to you.,26015,True,1,10,0,1,Sigil of freedom.png,Sigil of freedom,50000,50000,0
A power enhancing sigil not yet attuned to you.,26018,True,1,10,0,1,Sigil of enhanced harvest.png,Sigil of enhanced harvest,50000,50000,0
A power enhancing sigil not yet attuned to you.,26021,True,1,10,0,1,Sigil of storage.png,Sigil of storage,50000,50000,0
A power enhancing sigil not yet attuned to you.,26024,True,1,10,0,1,Sigil of the smith.png,Sigil of the smith,50000,50000,0
A power enhancing sigil not yet attuned to you.,26027,True,1,10,0,1,Sigil of the alchemist.png,Sigil of the alchemist,50000,50000,0
A power enhancing sigil not yet attuned to you.,26030,True,1,10,0,1,Sigil of the fletcher.png,Sigil of the fletcher,50000,50000,0
A power enhancing sigil not yet attuned to you.,26033,True,1,10,0,1,Sigil of the chef.png,Sigil of the chef,50000,50000,0
A power enhancing sigil not yet attuned to you.,26036,True,1,10,0,1,Sigil of the craftsman.png,Sigil of the craftsman,50000,50000,0
A power enhancing sigil not yet attuned to you.,26039,True,1,10,0,1,Sigil of the abyss.png,Sigil of the abyss,50000,50000,0
A power enhancing sigil not yet attuned to you.,26042,True,1,10,0,1,Sigil of stamina.png,Sigil of stamina,50000,50000,0
A power enhancing sigil not yet attuned to you.,26045,True,1,10,0,1,Sigil of the potion master.png,Sigil of the potion master,50000,50000,0
A power enhancing sigil not yet attuned to you.,26048,True,1,10,0,1,Sigil of the eternal jeweller.png,Sigil of the eternal jeweller,50000,50000,0
A power enhancing sigil not yet attuned to you.,26051,True,1,10,0,1,Sigil of the treasure hunter.png,Sigil of the treasure hunter,50000,50000,0
A power enhancing sigil not yet attuned to you.,26054,True,1,10,0,1,Sigil of mobility.png,Sigil of mobility,50000,50000,0
A power enhancing sigil not yet attuned to you.,26057,True,1,10,0,1,Sigil of exaggeration.png,Sigil of exaggeration,50000,50000,0
A power enhancing sigil not yet attuned to you.,26060,True,1,8,0,1,Sigil of specialised strikes.png,Sigil of specialised strikes,100000,100000,0
A power enhancing sigil not yet attuned to you.,26063,True,1,8,0,1,Sigil of the porcupine.png,Sigil of the porcupine,100000,100000,0
A power enhancing sigil not yet attuned to you.,26066,True,1,8,0,1,Sigil of binding.png,Sigil of binding,100000,100000,0
A power enhancing sigil not yet attuned to you.,26069,True,1,8,0,1,Sigil of escaping.png,Sigil of escaping,100000,100000,0
A power enhancing sigil not yet attuned to you.,26072,True,1,8,0,1,Sigil of the ruthless ranger.png,Sigil of the ruthless ranger,100000,100000,0
A power enhancing sigil not yet attuned to you.,26075,True,1,8,0,1,Sigil of the feral fighter.png,Sigil of the feral fighter,100000,100000,0
A power enhancing sigil not yet attuned to you.,26078,True,1,8,0,1,Sigil of the menacing mage.png,Sigil of the menacing mage,100000,100000,0
A power enhancing sigil not yet attuned to you.,26081,True,1,8,0,1,Sigil of prosperity.png,Sigil of prosperity,100000,100000,0
A power enhancing sigil not yet attuned to you.,26084,True,1,8,0,1,Sigil of the dwarves.png,Sigil of the dwarves,100000,100000,0
A power enhancing sigil not yet attuned to you.,26087,True,1,8,0,1,Sigil of the elves.png,Sigil of the elves,100000,100000,0
A power enhancing sigil not yet attuned to you.,26090,True,1,8,0,1,Sigil of the barbarians.png,Sigil of the barbarians,100000,100000,0
A power enhancing sigil not yet attuned to you.,26093,True,1,8,0,1,Sigil of the gnomes.png,Sigil of the gnomes,100000,100000,0
A power enhancing sigil not yet attuned to you.,26096,True,1,8,0,1,Sigil of nature.png,Sigil of nature,100000,100000,0
A power enhancing sigil not yet attuned to you.,26099,True,1,8,0,1,Sigil of devotion.png,Sigil of devotion,100000,100000,0
A power enhancing sigil not yet attuned to you.,26102,True,1,8,0,1,Sigil of the forager.png,Sigil of the forager,100000,100000,0
A power enhancing sigil not yet attuned to you.,26105,True,1,8,0,1,Sigil of garments.png,Sigil of garments,100000,100000,0
A power enhancing sigil not yet attuned to you.,26108,True,1,8,0,1,Sigil of slaughter.png,Sigil of slaughter,100000,100000,0
A power enhancing sigil not yet attuned to you.,26111,True,1,8,0,1,Sigil of the fortune farmer.png,Sigil of the fortune farmer,100000,100000,0
A power enhancing sigil not yet attuned to you.,26114,True,1,8,0,1,Sigil of versatility.png,Sigil of versatility,100000,100000,0
A power enhancing sigil not yet attuned to you.,26117,True,1,8,0,1,Sigil of the serpent.png,Sigil of the serpent,100000,100000,0
A power enhancing sigil not yet attuned to you.,26120,True,1,8,0,1,Sigil of supreme stamina.png,Sigil of supreme stamina,100000,100000,0
A power enhancing sigil not yet attuned to you.,26123,True,1,8,0,1,Sigil of preservation.png,Sigil of preservation,100000,100000,0
A power enhancing sigil not yet attuned to you.,26126,True,1,4,0,1,Sigil of finality.png,Sigil of finality,200000,200000,0
A power enhancing sigil not yet attuned to you.,26129,True,1,4,0,1,Sigil of pious protection.png,Sigil of pious protection,200000,200000,0
A power enhancing sigil not yet attuned to you.,26132,True,1,4,0,1,Sigil of aggression.png,Sigil of aggression,200000,200000,0
A power enhancing sigil not yet attuned to you.,26135,True,1,4,0,1,Sigil of rampage.png,Sigil of rampage,200000,200000,0
A power enhancing sigil not yet attuned to you.,26138,True,1,4,0,1,Sigil of the skiller.png,Sigil of the skiller,200000,200000,0
A power enhancing sigil not yet attuned to you.,26141,True,1,4,0,1,Sigil of remote storage.png,Sigil of remote storage,200000,200000,0
A power enhancing sigil not yet attuned to you.,26144,True,1,4,0,1,Sigil of last recall.png,Sigil of last recall,200000,200000,0
A power enhancing sigil not yet attuned to you.,26147,True,1,4,0,1,Sigil of the guardian angel.png,Sigil of the guardian angel,200000,200000,0
A deadly sword created long ago.,26219,True,1,8,1,1,Osmumten's fang.png,Osmumten's fang,12109169,12231456,3290
Some ceremonial robes dedicated to an ancient god.,26221,True,40000,8,100000,60000,Ancient ceremonial top.png,Ancient ceremonial top,58628,59306,351
Some ceremonial robes dedicated to an ancient god.,26223,True,32000,8,80000,48000,Ancient ceremonial legs.png,Ancient ceremonial legs,47195,47295,354
A ceremonial mask dedicated to an ancient god.,26225,True,20000,8,50000,30000,Ancient ceremonial mask.png,Ancient ceremonial mask,29313,29124,337
